DATE,Measure,Value
19460122,TOBS,-117
19460123,TMIN,-183
19460123,TMAX,39
19460123,TOBS,28
19460124,TMIN,-44
19460124,TMAX,28
19460124,TOBS,-33
19460125,TMIN,-67
19460125,TMAX,72
19460125,TOBS,72
19460126,TMIN,-72
19460126,TMAX,72
19460126,TOBS,-61
19460127,TMIN,-161
19460127,TMAX,-28
19460127,TOBS,-56
19460128,TMIN,-122
19460128,TMAX,50
19460128,TOBS,6
19460129,TMIN,-117
19460129,TMAX,44
19460129,TOBS,44
19460130,TMIN,11
19460130,TMAX,111
19460130,TOBS,100
19460131,TMIN,-50
19460131,TMAX,100
19460131,TOBS,-33
19460201,TMIN,-94
19460201,TMAX,44
19460201,TOBS,44
19460202,TMIN,-50
19460202,TMAX,44
19460202,TOBS,0
19460203,TMIN,-100
19460203,TMAX,39
19460203,TOBS,6
19460204,TMIN,-39
19460204,TMAX,61
19460204,TOBS,61
19460205,TMIN,50
19460205,TMAX,117
19460205,TOBS,117
19460206,TMIN,0
19460206,TMAX,117
19460206,TOBS,56
19460207,TMIN,-39
19460207,TMAX,61
19460207,TOBS,-17
19460208,TMIN,-67
19460208,TMAX,133
19460208,TOBS,83
19460209,TMIN,17
19460209,TMAX,83
19460209,TOBS,33
19460210,TMIN,-56
19460210,TMAX,33
19460210,TOBS,-44
19460211,TMIN,-117
19460211,TMAX,72
19460211,TOBS,-6
19460212,TMIN,-83
19460212,TMAX,128
19460212,TOBS,78
19460213,TMIN,56
19460213,TMAX,111
19460213,TOBS,106
19460214,TMIN,-39
19460214,TMAX,144
19460214,TOBS,0
19460215,TMIN,-161
19460215,TMAX,0
19460215,TOBS,-50
19460216,TMIN,-72
19460216,TMAX,144
19460216,TOBS,89
19460217,TMIN,-22
19460217,TMAX,89
19460217,TOBS,-6
19460218,TMIN,-83
19460218,TMAX,144
19460218,TOBS,50
19460219,TMIN,11
19460219,TMAX,50
19460219,TOBS,22
19460220,TMIN,-22
19460220,TMAX,22
19460220,TOBS,0
19460221,TMIN,-67
19460221,TMAX,56
19460221,TOBS,39
19460222,TMIN,11
19460222,TMAX,150
19460222,TOBS,83
19460223,TMIN,0
19460223,TMAX,83
19460223,TOBS,28
19460224,TMIN,-17
19460224,TMAX,28
19460224,TOBS,-6
19460225,TMIN,-72
19460225,TMAX,61
19460225,TOBS,11
19460226,TMIN,-17
19460226,TMAX,133
19460226,TOBS,89
19460227,TMIN,-11
19460227,TMAX,89
19460227,TOBS,0
19460228,TMIN,-39
19460228,TMAX,89
19460228,TOBS,50
19460301,TMIN,-39
19460301,TMAX,167
19460301,TOBS,122
19460302,TMIN,6
19460302,TMAX,144
19460302,TOBS,117
19460303,TMIN,-33
19460303,TMAX,200
19460303,TOBS,156
19460304,TMIN,39
19460304,TMAX,217
19460304,TOBS,111
19460305,TMIN,61
19460305,TMAX,233
19460305,TOBS,161
19460306,TMIN,83
19460306,TMAX,222
19460306,TOBS,150
19460307,TMIN,44
19460307,TMAX,150
19460307,TOBS,78
19460308,TMIN,11
19460308,TMAX,178
19460308,TOBS,89
19460309,TMIN,-17
19460309,TMAX,89
19460309,TOBS,17
19460310,TMIN,-28
19460310,TMAX,56
19460310,TOBS,28
19460311,TMIN,-61
19460311,TMAX,89
19460311,TOBS,28
19460312,TMIN,-22
19460312,TMAX,194
19460312,TOBS,89
19460313,TMIN,33
19460313,TMAX,239
19460313,TOBS,167
19460314,TMIN,67
19460314,TMAX,167
19460314,TOBS,133
19460315,TMIN,94
19460315,TMAX,189
19460315,TOBS,150
19460316,TMIN,100
19460316,TMAX,206
19460316,TOBS,156
19460317,TMIN,100
19460317,TMAX,200
19460317,TOBS,117
19460318,TMIN,83
19460318,TMAX,172
19460318,TOBS,122
19460319,TMIN,78
19460319,TMAX,122
19460319,TOBS,94
19460320,TMIN,0
19460320,TMAX,167
19460320,TOBS,100
19460321,TMIN,-17
19460321,TMAX,211
19460321,TOBS,133
19460322,TMIN,56
19460322,TMAX,233
19460322,TOBS,161
19460323,TMIN,50
19460323,TMAX,161
19460323,TOBS,128
19460324,TMIN,56
19460324,TMAX,172
19460324,TOBS,111
19460325,TMIN,11
19460325,TMAX,150
19460325,TOBS,133
19460326,TMIN,117
19460326,TMAX,200
19460326,TOBS,144
19460327,TMIN,83
19460327,TMAX,250
19460327,TOBS,172
19460328,TMIN,78
19460328,TMAX,256
19460328,TOBS,194
19460329,TMIN,133
19460329,TMAX,244
19460329,TOBS,189
19460330,TMIN,89
19460330,TMAX,189
19460330,TOBS,100
19460331,TMIN,6
19460331,TMAX,178
19460331,TOBS,117
19460401,TMIN,44
19460401,TMAX,272
19460401,TOBS,244
19460402,TMIN,133
19460402,TMAX,278
19460402,TOBS,239
19460403,TMIN,106
19460403,TMAX,272
19460403,TOBS,NA
19460404,TMIN,56
19460404,TMAX,239
19460404,TOBS,67
19460405,TMIN,0
19460405,TMAX,156
19460405,TOBS,111
19460406,TMIN,83
19460406,TMAX,178
19460406,TOBS,122
19460407,TMIN,39
19460407,TMAX,183
19460407,TOBS,150
19460408,TMIN,89
19460408,TMAX,172
19460408,TOBS,128
19460409,TMIN,17
19460409,TMAX,144
19460409,TOBS,100
19460410,TMIN,28
19460410,TMAX,128
19460410,TOBS,67
19460411,TMIN,0
19460411,TMAX,89
19460411,TOBS,50
19460412,TMIN,-6
19460412,TMAX,128
19460412,TOBS,50
19460413,TMIN,-28
19460413,TMAX,178
19460413,TOBS,72
19460414,TMIN,44
19460414,TMAX,233
19460414,TOBS,183
19460415,TMIN,106
19460415,TMAX,183
19460415,TOBS,117
19460416,TMIN,6
19460416,TMAX,122
19460416,TOBS,67
19460417,TMIN,-33
19460417,TMAX,178
19460417,TOBS,100
19460418,TMIN,11
19460418,TMAX,233
19460418,TOBS,150
19460419,TMIN,-6
19460419,TMAX,233
19460419,TOBS,194
19460420,TMIN,106
19460420,TMAX,211
19460420,TOBS,117
19460421,TMIN,11
19460421,TMAX,250
19460421,TOBS,150
19460422,TMIN,50
19460422,TMAX,300
19460422,TOBS,200
19460423,TMIN,128
19460423,TMAX,278
19460423,TOBS,172
19460424,TMIN,122
19460424,TMAX,206
19460424,TOBS,156
19460425,TMIN,39
19460425,TMAX,244
19460425,TOBS,156
19460426,TMIN,17
19460426,TMAX,156
19460426,TOBS,78
19460427,TMIN,-11
19460427,TMAX,128
19460427,TOBS,78
19460428,TMIN,0
19460428,TMAX,178
19460428,TOBS,100
19460429,TMIN,83
19460429,TMAX,178
19460429,TOBS,144
19460430,TMIN,61
19460430,TMAX,211
19460430,TOBS,183
19460501,TMIN,144
19460501,TMAX,183
19460501,TOBS,167
19460502,TMIN,139
19460502,TMAX,183
19460502,TOBS,156
19460503,TMIN,100
19460503,TMAX,161
19460503,TOBS,156
19460504,TMIN,106
19460504,TMAX,211
19460504,TOBS,117
19460505,TMIN,50
19460505,TMAX,222
19460505,TOBS,172
19460506,TMIN,94
19460506,TMAX,244
19460506,TOBS,189
19460507,TMIN,89
19460507,TMAX,194
19460507,TOBS,117
19460508,TMIN,22
19460508,TMAX,161
19460508,TOBS,128
19460509,TMIN,44
19460509,TMAX,233
19460509,TOBS,156
19460510,TMIN,122
19460510,TMAX,200
19460510,TOBS,161
19460511,TMIN,106
19460511,TMAX,194
19460511,TOBS,117
19460512,TMIN,72
19460512,TMAX,183
19460512,TOBS,128
19460513,TMIN,117
19460513,TMAX,189
19460513,TOBS,150
19460514,TMIN,117
19460514,TMAX,244
19460514,TOBS,200
19460515,TMIN,144
19460515,TMAX,272
19460515,TOBS,217
19460516,TMIN,156
19460516,TMAX,250
19460516,TOBS,167
19460517,TMIN,100
19460517,TMAX,172
19460517,TOBS,144
19460518,TMIN,133
19460518,TMAX,194
19460518,TOBS,161
19460519,TMIN,83
19460519,TMAX,261
19460519,TOBS,200
19460520,TMIN,161
19460520,TMAX,233
19460520,TOBS,172
19460521,TMIN,89
19460521,TMAX,189
19460521,TOBS,167
19460522,TMIN,44
19460522,TMAX,233
19460522,TOBS,211
19460523,TMIN,61
19460523,TMAX,289
19460523,TOBS,239
19460524,TMIN,172
19460524,TMAX,267
19460524,TOBS,183
19460525,TMIN,33
19460525,TMAX,261
19460525,TOBS,200
19460526,TMIN,156
19460526,TMAX,200
19460526,TOBS,167
19460527,TMIN,139
19460527,TMAX,183
19460527,TOBS,167
19460528,TMIN,89
19460528,TMAX,222
19460528,TOBS,172
19460529,TMIN,50
19460529,TMAX,244
19460529,TOBS,211
19460530,TMIN,61
19460530,TMAX,267
19460530,TOBS,172
19460531,TMIN,100
19460531,TMAX,289
19460531,TOBS,217
19460601,TMIN,167
19460601,TMAX,217
19460601,TOBS,178
19460602,TMIN,111
19460602,TMAX,211
19460602,TOBS,183
19460603,TMIN,117
19460603,TMAX,194
19460603,TOBS,183
19460604,TMIN,39
19460604,TMAX,211
19460604,TOBS,189
19460605,TMIN,44
19460605,TMAX,250
19460605,TOBS,206
19460606,TMIN,72
19460606,TMAX,278
19460606,TOBS,217
19460607,TMIN,111
19460607,TMAX,311
19460607,TOBS,283
19460608,TMIN,211
19460608,TMAX,317
19460608,TOBS,272
19460609,TMIN,128
19460609,TMAX,283
19460609,TOBS,244
19460610,TMIN,94
19460610,TMAX,294
19460610,TOBS,239
19460611,TMIN,133
19460611,TMAX,333
19460611,TOBS,267
19460612,TMIN,206
19460612,TMAX,306
19460612,TOBS,294
19460613,TMIN,172
19460613,TMAX,294
19460613,TOBS,244
19460614,TMIN,150
19460614,TMAX,272
19460614,TOBS,244
19460615,TMIN,111
19460615,TMAX,283
19460615,TOBS,228
19460616,TMIN,183
19460616,TMAX,350
19460616,TOBS,278
19460617,TMIN,211
19460617,TMAX,344
19460617,TOBS,317
19460618,TMIN,222
19460618,TMAX,356
19460618,TOBS,278
19460619,TMIN,183
19460619,TMAX,278
19460619,TOBS,228
19460620,TMIN,183
19460620,TMAX,294
19460620,TOBS,211
19460621,TMIN,117
19460621,TMAX,267
19460621,TOBS,217
19460622,TMIN,100
19460622,TMAX,278
19460622,TOBS,222
19460623,TMIN,117
19460623,TMAX,311
19460623,TOBS,244
19460624,TMIN,139
19460624,TMAX,311
19460624,TOBS,211
19460625,TMIN,133
19460625,TMAX,344
19460625,TOBS,283
19460626,TMIN,200
19460626,TMAX,322
19460626,TOBS,256
19460627,TMIN,194
19460627,TMAX,322
19460627,TOBS,261
19460628,TMIN,183
19460628,TMAX,328
19460628,TOBS,256
19460629,TMIN,178
19460629,TMAX,344
19460629,TOBS,300
19460630,TMIN,189
19460630,TMAX,328
19460630,TOBS,267
19460701,TMIN,200
19460701,TMAX,283
19460701,TOBS,222
19460702,TMIN,128
19460702,TMAX,289
19460702,TOBS,183
19460703,TMIN,106
19460703,TMAX,283
19460703,TOBS,211
19460704,TMIN,106
19460704,TMAX,289
19460704,TOBS,244
19460705,TMIN,128
19460705,TMAX,294
19460705,TOBS,244
19460706,TMIN,189
19460706,TMAX,283
19460706,TOBS,233
19460707,TMIN,172
19460707,TMAX,328
19460707,TOBS,289
19460708,TMIN,194
19460708,TMAX,344
19460708,TOBS,217
19460709,TMIN,178
19460709,TMAX,322
19460709,TOBS,311
19460710,TMIN,200
19460710,TMAX,350
19460710,TOBS,283
19460711,TMIN,211
19460711,TMAX,350
19460711,TOBS,256
19460712,TMIN,150
19460712,TMAX,283
19460712,TOBS,261
19460713,TMIN,133
19460713,TMAX,300
19460713,TOBS,217
19460714,TMIN,144
19460714,TMAX,322
19460714,TOBS,256
19460715,TMIN,178
19460715,TMAX,267
19460715,TOBS,239
19460716,TMIN,111
19460716,TMAX,289
19460716,TOBS,267
19460717,TMIN,106
19460717,TMAX,317
19460717,TOBS,256
19460718,TMIN,161
19460718,TMAX,350
19460718,TOBS,300
19460719,TMIN,200
19460719,TMAX,367
19460719,TOBS,300
19460720,TMIN,211
19460720,TMAX,311
19460720,TOBS,228
19460721,TMIN,200
19460721,TMAX,283
19460721,TOBS,233
19460722,TMIN,172
19460722,TMAX,306
19460722,TOBS,244
19460723,TMIN,150
19460723,TMAX,306
19460723,TOBS,222
19460724,TMIN,161
19460724,TMAX,350
19460724,TOBS,289
19460725,TMIN,172
19460725,TMAX,289
19460725,TOBS,211
19460726,TMIN,94
19460726,TMAX,267
19460726,TOBS,244
19460727,TMIN,89
19460727,TMAX,278
19460727,TOBS,217
19460728,TMIN,117
19460728,TMAX,322
19460728,TOBS,250
19460729,TMIN,144
19460729,TMAX,322
19460729,TOBS,256
19460730,TMIN,167
19460730,TMAX,322
19460730,TOBS,272
19460731,TMIN,183
19460731,TMAX,300
19460731,TOBS,272
19460801,TMIN,150
19460801,TMAX,300
19460801,TOBS,250
19460802,TMIN,128
19460802,TMAX,328
19460802,TOBS,256
19460803,TMIN,161
19460803,TMAX,306
19460803,TOBS,272
19460804,TMIN,172
19460804,TMAX,333
19460804,TOBS,272
19460805,TMIN,161
19460805,TMAX,333
19460805,TOBS,267
19460806,TMIN,189
19460806,TMAX,267
19460806,TOBS,222
19460807,TMIN,133
19460807,TMAX,300
19460807,TOBS,228
19460808,TMIN,128
19460808,TMAX,306
19460808,TOBS,256
19460809,TMIN,156
19460809,TMAX,339
19460809,TOBS,289
19460810,TMIN,172
19460810,TMAX,289
19460810,TOBS,217
19460811,TMIN,100
19460811,TMAX,239
19460811,TOBS,194
19460812,TMIN,100
19460812,TMAX,256
19460812,TOBS,206
19460813,TMIN,144
19460813,TMAX,222
19460813,TOBS,172
19460814,TMIN,117
19460814,TMAX,272
19460814,TOBS,239
19460815,TMIN,194
19460815,TMAX,256
19460815,TOBS,244
19460816,TMIN,211
19460816,TMAX,289
19460816,TOBS,272
19460817,TMIN,183
19460817,TMAX,289
19460817,TOBS,239
19460818,TMIN,194
19460818,TMAX,300
19460818,TOBS,244
19460819,TMIN,156
19460819,TMAX,250
19460819,TOBS,211
19460820,TMIN,172
19460820,TMAX,256
19460820,TOBS,206
19460821,TMIN,122
19460821,TMAX,283
19460821,TOBS,228
19460822,TMIN,156
19460822,TMAX,283
19460822,TOBS,222
19460823,TMIN,78
19460823,TMAX,244
19460823,TOBS,178
19460824,TMIN,89
19460824,TMAX,256
19460824,TOBS,189
19460825,TMIN,83
19460825,TMAX,228
19460825,TOBS,172
19460826,TMIN,56
19460826,TMAX,256
19460826,TOBS,178
19460827,TMIN,67
19460827,TMAX,267
19460827,TOBS,178
19460828,TMIN,83
19460828,TMAX,294
19460828,TOBS,244
19460829,TMIN,133
19460829,TMAX,244
19460829,TOBS,161
19460830,TMIN,44
19460830,TMAX,217
19460830,TOBS,161
19460831,TMIN,56
19460831,TMAX,261
19460831,TOBS,200
19460901,TMIN,72
19460901,TMAX,239
19460901,TOBS,200
19460902,TMIN,133
19460902,TMAX,239
19460902,TOBS,189
19460903,TMIN,56
19460903,TMAX,239
19460903,TOBS,194
19460904,TMIN,56
19460904,TMAX,261
19460904,TOBS,228
19460905,TMIN,50
19460905,TMAX,311
19460905,TOBS,228
19460906,TMIN,111
19460906,TMAX,333
19460906,TOBS,239
19460907,TMIN,139
19460907,TMAX,333
19460907,TOBS,267
19460908,TMIN,139
19460908,TMAX,333
19460908,TOBS,228
19460909,TMIN,189
19460909,TMAX,289
19460909,TOBS,233
19460910,TMIN,200
19460910,TMAX,294
19460910,TOBS,244
19460911,TMIN,111
19460911,TMAX,256
19460911,TOBS,206
19460912,TMIN,89
19460912,TMAX,250
19460912,TOBS,178
19460913,TMIN,100
19460913,TMAX,261
19460913,TOBS,183
19460914,TMIN,100
19460914,TMAX,283
19460914,TOBS,222
19460915,TMIN,94
19460915,TMAX,289
19460915,TOBS,194
19460916,TMIN,61
19460916,TMAX,278
19460916,TOBS,222
19460917,TMIN,61
19460917,TMAX,294
19460917,TOBS,178
19460918,TMIN,72
19460918,TMAX,306
19460918,TOBS,211
19460919,TMIN,67
19460919,TMAX,322
19460919,TOBS,172
19460920,TMIN,83
19460920,TMAX,306
19460920,TOBS,211
19460921,TMIN,144
19460921,TMAX,300
19460921,TOBS,217
19460922,TMIN,139
19460922,TMAX,267
19460922,TOBS,222
19460923,TMIN,183
19460923,TMAX,256
19460923,TOBS,189
19460924,TMIN,56
19460924,TMAX,250
19460924,TOBS,161
19460925,TMIN,78
19460925,TMAX,256
19460925,TOBS,183
19460926,TMIN,33
19460926,TMAX,272
19460926,TOBS,183
19460927,TMIN,50
19460927,TMAX,311
19460927,TOBS,178
19460928,TMIN,106
19460928,TMAX,306
19460928,TOBS,217
19460929,TMIN,128
19460929,TMAX,250
19460929,TOBS,139
19460930,TMIN,17
19460930,TMAX,189
19460930,TOBS,89
19461001,TMIN,-28
19461001,TMAX,161
19461001,TOBS,67
19461002,TMIN,-22
19461002,TMAX,233
19461002,TOBS,94
19461003,TMIN,-11
19461003,TMAX,272
19461003,TOBS,106
19461004,TMIN,6
19461004,TMAX,306
19461004,TOBS,167
19461005,TMIN,33
19461005,TMAX,317
19461005,TOBS,178
19461006,TMIN,39
19461006,TMAX,322
19461006,TOBS,167
19461007,TMIN,56
19461007,TMAX,306
19461007,TOBS,194
19461008,TMIN,128
19461008,TMAX,250
19461008,TOBS,211
19461009,TMIN,133
19461009,TMAX,272
19461009,TOBS,200
19461010,TMIN,72
19461010,TMAX,256
19461010,TOBS,211
19461011,TMIN,122
19461011,TMAX,211
19461011,TOBS,133
19461012,TMIN,67
19461012,TMAX,139
19461012,TOBS,78
19461013,TMIN,-39
19461013,TMAX,194
19461013,TOBS,106
19461014,TMIN,-11
19461014,TMAX,206
19461014,TOBS,100
19461015,TMIN,-17
19461015,TMAX,239
19461015,TOBS,139
19461016,TMIN,0
19461016,TMAX,261
19461016,TOBS,183
19461017,TMIN,117
19461017,TMAX,183
19461017,TOBS,156
19461018,TMIN,106
19461018,TMAX,156
19461018,TOBS,117
19461019,TMIN,50
19461019,TMAX,161
19461019,TOBS,133
19461020,TMIN,50
19461020,TMAX,178
19461020,TOBS,61
19461021,TMIN,-6
19461021,TMAX,189
19461021,TOBS,106
19461022,TMIN,-6
19461022,TMAX,244
19461022,TOBS,161
19461023,TMIN,72
19461023,TMAX,250
19461023,TOBS,183
19461024,TMIN,56
19461024,TMAX,250
19461024,TOBS,206
19461025,TMIN,67
19461025,TMAX,206
19461025,TOBS,83
19461026,TMIN,-6
19461026,TMAX,217
19461026,TOBS,117
19461027,TMIN,-6
19461027,TMAX,239
19461027,TOBS,144
19461028,TMIN,39
19461028,TMAX,272
19461028,TOBS,178
19461029,TMIN,117
19461029,TMAX,278
19461029,TOBS,217
19461030,TMIN,144
19461030,TMAX,267
19461030,TOBS,211
19461031,TMIN,117
19461031,TMAX,222
19461031,TOBS,139
19461101,TMIN,111
19461101,TMAX,256
19461101,TOBS,228
19461102,TMIN,150
19461102,TMAX,239
19461102,TOBS,189
19461103,TMIN,94
19461103,TMAX,272
19461103,TOBS,194
19461104,TMIN,94
19461104,TMAX,194
19461104,TOBS,106
19461105,TMIN,-17
19461105,TMAX,144
19461105,TOBS,78
19461106,TMIN,-11
19461106,TMAX,167
19461106,TOBS,144
19461107,TMIN,106
19461107,TMAX,183
19461107,TOBS,167
19461108,TMIN,56
19461108,TMAX,167
19461108,TOBS,89
19461109,TMIN,61
19461109,TMAX,111
19461109,TOBS,100
19461110,TMIN,83
19461110,TMAX,178
19461110,TOBS,NA
19461111,TMIN,44
19461111,TMAX,167
19461111,TOBS,56
19461112,TMIN,39
19461112,TMAX,72
19461112,TOBS,56
19461113,TMIN,-39
19461113,TMAX,117
19461113,TOBS,39
19461114,TMIN,-39
19461114,TMAX,156
19461114,TOBS,67
19461115,TMIN,-33
19461115,TMAX,167
19461115,TOBS,89
19461116,TMIN,33
19461116,TMAX,122
19461116,TOBS,117
19461117,TMIN,6
19461117,TMAX,117
19461117,TOBS,28
19461118,TMIN,-56
19461118,TMAX,94
19461118,TOBS,0
19461119,TMIN,-67
19461119,TMAX,167
19461119,TOBS,78
19461120,TMIN,-22
19461120,TMAX,156
19461120,TOBS,61
19461121,TMIN,-6
19461121,TMAX,200
19461121,TOBS,167
19461122,TMIN,-11
19461122,TMAX,167
19461122,TOBS,6
19461123,TMIN,-78
19461123,TMAX,89
19461123,TOBS,44
19461124,TMIN,17
19461124,TMAX,178
19461124,TOBS,150
19461125,TMIN,89
19461125,TMAX,150
19461125,TOBS,100
19461126,TMIN,33
19461126,TMAX,100
19461126,TOBS,44
19461127,TMIN,-22
19461127,TMAX,106
19461127,TOBS,33
19461128,TMIN,-78
19461128,TMAX,144
19461128,TOBS,94
19461129,TMIN,-22
19461129,TMAX,117
19461129,TOBS,39
19461130,TMIN,-39
19461130,TMAX,194
19461130,TOBS,156
19461201,TMIN,-28
19461201,TMAX,156
19461201,TOBS,-17
19461202,TMIN,-122
19461202,TMAX,-6
19461202,TOBS,-50
19461203,TMIN,-78
19461203,TMAX,67
19461203,TOBS,-6
19461204,TMIN,-89
19461204,TMAX,122
19461204,TOBS,11
19461205,TMIN,-44
19461205,TMAX,128
19461205,TOBS,39
19461206,TMIN,-44
19461206,TMAX,161
19461206,TOBS,39
19461207,TMIN,-17
19461207,TMAX,183
19461207,TOBS,144
19461208,TMIN,50
19461208,TMAX,183
19461208,TOBS,89
19461209,TMIN,50
19461209,TMAX,194
19461209,TOBS,156
19461210,TMIN,106
19461210,TMAX,156
19461210,TOBS,117
19461211,TMIN,-22
19461211,TMAX,172
19461211,TOBS,72
19461212,TMIN,61
19461212,TMAX,150
19461212,TOBS,128
19461213,TMIN,-33
19461213,TMAX,128
19461213,TOBS,28
19461214,TMIN,-39
19461214,TMAX,28
19461214,TOBS,0
19461215,TMIN,-33
19461215,TMAX,17
19461215,TOBS,0
19461216,TMIN,-11
19461216,TMAX,94
19461216,TOBS,89
19461217,TMIN,-39
19461217,TMAX,139
19461217,TOBS,-11
19461218,TMIN,-100
19461218,TMAX,-11
19461218,TOBS,-56
19461219,TMIN,-128
19461219,TMAX,6
19461219,TOBS,-11
19461220,TMIN,-33
19461220,TMAX,6
19461220,TOBS,6
19461221,TMIN,-11
19461221,TMAX,22
19461221,TOBS,6
19461222,TMIN,-33
19461222,TMAX,22
19461222,TOBS,-22
19461223,TMIN,-83
19461223,TMAX,100
19461223,TOBS,61
19461224,TMIN,-72
19461224,TMAX,78
19461224,TOBS,44
19461225,TMIN,-83
19461225,TMAX,44
19461225,TOBS,33
19461226,TMIN,-28
19461226,TMAX,83
19461226,TOBS,6
19461227,TMIN,-22
19461227,TMAX,161
19461227,TOBS,161
19461228,TMIN,39
19461228,TMAX,172
19461228,TOBS,50
19461229,TMIN,-17
19461229,TMAX,94
19461229,TOBS,-6
19461230,TMIN,-56
19461230,TMAX,-6
19461230,TOBS,-22
19461231,TMIN,-56
19461231,TMAX,-22
19461231,TOBS,-28
19470101,TMIN,-56
19470101,TMAX,0
19470101,TOBS,0
19470102,TMIN,-6
19470102,TMAX,44
19470102,TOBS,44
19470103,TMIN,-17
19470103,TMAX,44
19470103,TOBS,-6
19470104,TMIN,-56
19470104,TMAX,-6
19470104,TOBS,-22
19470105,TMIN,-67
19470105,TMAX,-22
19470105,TOBS,-56
19470106,TMIN,-72
19470106,TMAX,6
19470106,TOBS,-11
19470107,TMIN,-22
19470107,TMAX,22
19470107,TOBS,22
19470108,TMIN,-44
19470108,TMAX,44
19470108,TOBS,28
19470109,TMIN,-61
19470109,TMAX,28
19470109,TOBS,-28
19470110,TMIN,-78
19470110,TMAX,72
19470110,TOBS,44
19470111,TMIN,11
19470111,TMAX,111
19470111,TOBS,61
19470112,TMIN,17
19470112,TMAX,61
19470112,TOBS,44
19470113,TMIN,17
19470113,TMAX,100
19470113,TOBS,100
19470114,TMIN,44
19470114,TMAX,156
19470114,TOBS,156
19470115,TMIN,22
19470115,TMAX,156
19470115,TOBS,56
19470116,TMIN,6
19470116,TMAX,89
19470116,TOBS,17
19470117,TMIN,-61
19470117,TMAX,33
19470117,TOBS,6
19470118,TMIN,-72
19470118,TMAX,94
19470118,TOBS,6
19470119,TMIN,-44
19470119,TMAX,61
19470119,TOBS,50
19470120,TMIN,33
19470120,TMAX,83
19470120,TOBS,50
19470121,TMIN,-122
19470121,TMAX,50
19470121,TOBS,-111
19470122,TMIN,-156
19470122,TMAX,-56
19470122,TOBS,-56
19470123,TMIN,-122
19470123,TMAX,106
19470123,TOBS,72
19470124,TMIN,50
19470124,TMAX,117
19470124,TOBS,100
19470125,TMIN,72
19470125,TMAX,128
19470125,TOBS,100
19470126,TMIN,44
19470126,TMAX,122
19470126,TOBS,56
19470127,TMIN,-22
19470127,TMAX,161
19470127,TOBS,106
19470128,TMIN,-17
19470128,TMAX,106
19470128,TOBS,50
19470129,TMIN,17
19470129,TMAX,172
19470129,TOBS,167
19470130,TMIN,39
19470130,TMAX,183
19470130,TOBS,50
19470131,TMIN,-39
19470131,TMAX,50
19470131,TOBS,-28
19470201,TMIN,-78
19470201,TMAX,17
19470201,TOBS,-61
19470202,TMIN,-100
19470202,TMAX,11
19470202,TOBS,-22
19470203,TMIN,-67
19470203,TMAX,122
19470203,TOBS,83
19470204,TMIN,-161
19470204,TMAX,83
19470204,TOBS,-122
19470205,TMIN,-172
19470205,TMAX,-78
19470205,TOBS,-78
19470206,TMIN,-150
19470206,TMAX,-6
19470206,TOBS,-33
19470207,TMIN,-117
19470207,TMAX,-33
19470207,TOBS,-106
19470208,TMIN,-183
19470208,TMAX,-94
19470208,TOBS,-117
19470209,TMIN,-161
19470209,TMAX,-67
19470209,TOBS,-78
19470210,TMIN,-133
19470210,TMAX,-17
19470210,TOBS,-33
19470211,TMIN,-156
19470211,TMAX,39
19470211,TOBS,-11
19470212,TMIN,-94
19470212,TMAX,61
19470212,TOBS,0
19470213,TMIN,-83
19470213,TMAX,100
19470213,TOBS,22
19470214,TMIN,-67
19470214,TMAX,144
19470214,TOBS,100
19470215,TMIN,11
19470215,TMAX,100
19470215,TOBS,22
19470216,TMIN,-6
19470216,TMAX,28
19470216,TOBS,17
19470217,TMIN,-22
19470217,TMAX,17
19470217,TOBS,11
19470218,TMIN,-39
19470218,TMAX,17
19470218,TOBS,-6
19470219,TMIN,-111
19470219,TMAX,-6
19470219,TOBS,-28
19470220,TMIN,-67
19470220,TMAX,17
19470220,TOBS,-28
19470221,TMIN,-117
19470221,TMAX,6
19470221,TOBS,-28
19470222,TMIN,-106
19470222,TMAX,-6
19470222,TOBS,-33
19470223,TMIN,-100
19470223,TMAX,-33
19470223,TOBS,-78
19470224,TMIN,-117
19470224,TMAX,-33
19470224,TOBS,-33
19470225,TMIN,-44
19470225,TMAX,-22
19470225,TOBS,-28
19470226,TMIN,-44
19470226,TMAX,-6
19470226,TOBS,-28
19470227,TMIN,-83
19470227,TMAX,6
19470227,TOBS,-22
19470228,TMIN,-122
19470228,TMAX,33
19470228,TOBS,6
19470301,TMIN,-39
19470301,TMAX,6
19470301,TOBS,-28
19470302,TMIN,-61
19470302,TMAX,-6
19470302,TOBS,-28
19470303,TMIN,-67
19470303,TMAX,-6
19470303,TOBS,-33
19470304,TMIN,-94
19470304,TMAX,17
19470304,TOBS,-11
19470305,TMIN,-94
19470305,TMAX,50
19470305,TOBS,17
19470306,TMIN,-33
19470306,TMAX,56
19470306,TOBS,0
19470307,TMIN,-28
19470307,TMAX,44
19470307,TOBS,6
19470308,TMIN,-44
19470308,TMAX,22
19470308,TOBS,-6
19470309,TMIN,-89
19470309,TMAX,44
19470309,TOBS,11
19470310,TMIN,-94
19470310,TMAX,44
19470310,TOBS,-11
19470311,TMIN,-94
19470311,TMAX,94
19470311,TOBS,22
19470312,TMIN,-50
19470312,TMAX,156
19470312,TOBS,72
19470313,TMIN,-22
19470313,TMAX,72
19470313,TOBS,67
19470314,TMIN,-11
19470314,TMAX,89
19470314,TOBS,-6
19470315,TMIN,-56
